Peak,Route Name,State,Location,Summit Elevation,Climb Grade,Elevation Gain,Driving Distance (Miles),Driving Time (Hours),Typical Duration,Typical Season,Glaciated Peak,Rock Skills Required,Snow Angle,Rappelling Required,Crevasse Rescue Skills Required,Typical Gear,Notes,Guide Books,,,
Ingalls Peak,South Face,Washington,Cascades - South,7662,D,3400,275,6.00,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,"The South Face of the North Peak of Ingalls is nice climbs with a few 5th class pitches, good quality rock, great vistas of massive neighbor Mt. Stuart, and an easy approach.  The South Face is rate 5.4 and suggested gear is a small rack to 2 inches. Use the nice creek at the trailhead to cool off your post climb beverages. While either of these routes may be done car to car in a day by fast teams, gorgeous backpack camps near Ingalls Lake are available and make for an relaxing weekend.  There are three summits to Ingalls, North is the highest.  For a more sporting day of climbing, tag the East peak of Ingalls (2-3 pitches of easy 5th class rock), rap to the notch between the east and north, climb the East ridge, and then rap the south face route.  Combine one or more of these routes with a West Ridge of Stuart climb for a great Cascades granite 3 day weekend! ","Climbs in the Cascades, Volume I by Nelson and Potterfield
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"USFS Cle Elum Ranger Station, 509-674-4411",
Ingall's Peak (South Peak),South Ridge,Washington,Cascades - Central,7640,A,3440,225,6.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Ingalls Peak is comprised of three summits, made up of generally good rock. The south peak is the least technical of the three summits. The north ridge is a walk-up, and the south ridge is a short scramble. The north and east peaks are where you want to go for the more technical climbs, but the south peak is only 25 feet lower and has the same great views of Mt Stuart (2 miles distant). ",Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey (pg. 323 - 3rd edition),,"USFS Leavenworth Ranger station: 509-548-6997, USFS Cle Elum Ranger Station, 509-852-1100, Chelan County Sheriff, Wenatchee 509 782-3770, Kittitas County Sheriff, 509-962-7525",
Inspiration Peak,South Face,Washington,Cascades - North,7880,E,,300,5.00,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,Yes,No,Rock,A serious 5 class route in the remote and rugged Picket range.,"Climbs In The Cascades, Volume II by Jim Nelson and Peter Potterfield
Classic Climbs Of The Northwest by Alan Kearney
Cascade Alpine Guide, Volume 3 by Fred Beckey",http://goo.gl/maps/OCaAz,Marblemount NPS Ranger Station 360-873-4590,http://www.summitpost.org/inspiration-peak/205340
Ives Peak,Snowgrass Flats,Washington,Cascades - South,7840,A,3200,150,2.50,one day,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Scrambling,"Ives Peak is a glaciated peak in the Goat Rocks area between Mts. Adams and Rainier.  Bring the binoculars for mountain goat watching!  If you care to, you can combine this peak with it's neighbor, Old Snowy, for a short traverse that has some modest technical challenges.   If you are looking for a gentle approach and non-technical ascent in a beautiful area, this is your peak.  ",Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey,,USFS Packwood WA information center  360-494-0600,
Jack Mountain,North Ridge,Washington,Cascades - North,9066,B,7400,310,6.00,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Snow,"A remote peak requiring a solid days approach, Jack Mt. is one of Washingtons coveted 9,000 footers.  There is no glacier travel required on this route €“ rare for a peak this high at this latitude.  The leaders of a recent climb on the SW route (unsuccessful) writes: ""Doing the ascent from Crater Mountain and Jerry Lakes may be a better approach.""","Climbing Washingtons Mountains by Jeff Smoot
Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey",,none,
Jack Mountain,SW Slope,Washington,Cascades - North,9066,B,7400,310,6.00,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Snow,"A remote peak requiring a solid days approach, Jack Mt. is one of Washingtons coveted 9,000 footers.  There is no glacier travel required on this route €“ rare for a peak this high at this latitude.  The leaders of a recent climb on the SW route (unsuccessful) writes: ""Doing the ascent from Crater Mountain and Jerry Lakes may be a better approach.""","Climbing Washingtons Mountains by Jeff Smoot
Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey ",,none,
Kaleetan Peak,South Side,Washington,Cascades - South,6259,A,4100,210,4.50,one day,Summer-Autumn,No,3rd Class,up to 35 degrees,No,No,Scrambling,"This is a technically easy ""scramble"" peak in the Snoqualmie Pass area off of I-90 east of Seattle.  It offers some fine vistas and little in the way of technical difficulty.  Ice axe and crampons may be needed in the early season.  If you are staying in the area, it can be combined with Guye, Hibox, Chair, or some of the many other easier nearby scramble peaks. ","75 Scrambles in Washington by Peggy Goldman
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"Mt Baker-Snoqualmie NF, North Bend Office 425-888-1421",
Kyes Peak,South Ridge,Washington,Cascades - Central,7285,B,5400,250,5.00,one day,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Snow,"Kyes Peak, (rhymes with ""wise"") the highest of the Monte Cristo Range in central Washington, is a large craggy peak surrounded by glaciers.  The South ridge is a popular scramble route, described by Smoot as ""varied, interesting and enjoyable.""  The Monte Cristo Range is known for beautiful backcountry terrain and rugged peaks, combined with moderate car-to-car-in-a-day routes.","Climbing Washingtons Mountains by Jeff Smoot
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,Mt Baker / Snoqualmie Nat. Forest: (800) 627-0062,
Lane Peak,SE Gulley,Washington,Mt. Rainier Nat. Park,6012,A,1400,160,3.00,one day,Summer-Autumn,No,4th Class,,Yes,No,Scrambling,"Trailhead is at Reflection Lake Lakes parking area on the Stevens Canyon Rd. Take the maintained trail to the Pinnacle Peak saddle. From the saddle proceed westerly towards Lane Peak via a series of informal trails. After passing Denman Peak, you will drop down info a saddle between it and Lane Peak. Ascend up the SE side of Lane looking for an ""open book"" appearing gulley. At the top of the gulley is one live tree. The route may need to be protected on the ascent depending on party skill. A rope for the descent (either down climbing or rappelling) is a good idea. Setting an anchor on top and having team members use their PAS is also a good idea as there is exposure and limited space.","Cascade Alpine Guide 1: Columbia River to Stevens Pass - Fred Beckey
75 Scrambles in Washington - Peggy Goldman
Guide to 100 Peaks at Mt. Rainier - eBook by The Mountaineers",,"NPS - Mt. Rainier 360-569-2211 ext. 2334
After hours -Lewis County SAR 360-740-1105",
Lane Peak,The Zipper,Washington,Mt. Rainier Nat. Park,6012,C,2000,160,3.50,one day,Spring-Summer,No,4th Class,between 35 and 50 degrees,No,No,Snow,"Brief description of the route: Hike from Reflection Lakes trailhead to the Pinnacle-Plummer Saddle and from there to the base of north face of Lane Peak.  Climb the steep snow-filled couloir to the summit ridge and scramble on rock to the summit. If the couloir lacks snow or is otherwise unsafe, the ascent will be via the easy southeast side. Descent via the southeast side.","Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey
75 Scrambles in Washington by Peggy Goldman",http://www.mazamas.org/your/adventure/starts-here/C463/,"Mt. Rainier NP, Park HQ: 360-569-2211 ext 2334",
Mt. Larrabee,SW Route,Washington,Cascades - North,7861,A,,320,7.00,two or more days,Summer-Autumn,No,3rd Class,up to 35 degrees,No,No,Scrambling,A seldom-climbed peak with superb views way up north near the Canadian border.,Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey,http://goo.gl/maps/O5Gzf,"Glacier Ranger station: 360 599-2714
Mt. Baker Ranger station Sedro Wolley: 360 856-5700",http://www.summitpost.org/mount-larrabee/151373
Le Petit Cheval,Spontaneity Arete,Washington,Cascades - North,6480,D,1800,333,6.00,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,"Approach: Look for a climber's trail on the west side of the turnout leading steeply down loose dirt and rocks to a trail marked by carins through the forest. The trail will cross the Early Winters Creek on logs and resume on the far side before heading up into an open, rocky drainage. Continue up the drainage, passing a cave on your right, and follow carins. The trail steepens here significantly. Along the way you should encounter two to three fixed lines (three as of 9/2012) before the trail tops out on a flat area. The lines are separated by gaps (trail). If you continue too far on the trail you will enter the gully (descent route). Before the gully look on your left for some tree snags. Choose one for a belay anchor, ideally on the far left/exposed portion of the ridge you are about to ascend. Rope up here for the first pitch. Information from ",,,,
Lemah Mountain,Lemah Glacier,Washington,Cascades - South,7480,B,4300,270,5.00,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,No,Snow and Rock,"Lemah Mountain is has five prominent fingers which are some of the most distinguishable peaks of the Snoqualmie Crests peaks and is just south of Chimney Rock. Lemah offers an alpine climb experience with snow, steep glacier, and class 4 rock to high ridge and exposed summit.  ","Climbing Washington's Mountains   by Jeff Smoot
Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey",,"Wenatchee NF, Cle Elum Ranger District, 509-852-1100",http://www.summitpost.org/mountain/rock/154133/lemah-mountain.html
Lemei-Bird-Sawtooth Traverse,South to North,Washington,Cascades - South,5926,A,3500,80,2.00,one day,Summer-Autumn,No,4th Class,,No,No,Scrambling,Scramble climb on a cross-country traverse to visit the three highest points in the Indian Heaven Wilderness located north of the Columbia River Gorge roughly between Mt. St. Helens and Mt. Adams.  Great views of the Guardian Peaks from all three summits and spectacular fall colors.,Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey,,none,
Lemei Rock,Standard,Washington,Cascades - South,5926,A,3000,80,2.00,one day,Summer-Autumn,No,none,,,No,Scrambling,"Scramble climb on a cross-country traverse to visit one of the highest points in the Indian Heaven Wilderness, located north of the Columbia River Gorge roughly between Mt. St. Helens and Mt. Adams.",Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey,http://goo.gl/maps/18gwv,none,
Lexington Tower,North Face,Washington,Cascades - North,7560,D,2500,310,7.00,one day,Summer-Autumn,,5th Class,,Yes,No,Rock,A moderate and interesting climb with short steps of 5th and 5.7 (YDS) class climbing interspersed with 3rd class scrambling. The North Face is an appealing route on good rock.,Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey,,none,
Liberty Bell,Beckey Route,Washington,Cascades - North,7807,D,2200,340,6.50,one day,Summer-Autumn,No,5th Class,,Yes,No,Rock,"A classic climb in the best alpine rock area in the state, Liberty Bell involves 4 pitches of up up to 5.6 climbing on solid granite.  Mssr. Beckey and pals climbed this first in the 1940s. Early season can have snow in the approach gully - might want to bring an ice axe.  This route is a L O N G  way from Portland, and it's kinda silly to drive all that way to climb 4 pitches of rock.  Make a weekend of it and combine this several other classics in the area (N and S Early Winter Spire, for example).  Did I mention the short approach hike?","Climbs in the Cascades Vol. 1 by Nelson and Potterfield
Cascade Alpine Guide: Rainy Pass to Fraser River by Fred Beckey",,none,
Little Annapurna,North Slope,Washington,Cascades - Central,8440,A,5100,270,5.00,two or more days,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"One of the prominent peaks in the beautiful Enchantment Basin, this summit is a walk up.","Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey 
75 Scrambles in Washington by Peggy Goldman",,"Wenatchee NF, Leavenworth Ranger District: (509) 548-2550",http://www.summitpost.org/little-annapurna/151427
Little Mt. Adams,NW Ridge,Washington,Cascades - South,6821,A,1900,100,2.50,one day,Summer-Autumn,No,3rd Class,up to 35 degrees,No,No,Scrambling,Island Spring Trail from Bench Lake,,http://goo.gl/sgz3tJ,Yakama Nation 509 865-5121 Yakima County Sheriff 509 574-2500,http://www.peakbagger.com/peak.aspx?pid=2367
Little Tahoma,Frying Pan Glacier,Washington,Cascades - South,11138,B,7300,180,4.00,two or more days,Summer-Autumn,Yes,4th Class,between 35 and 50 degrees,No,Yes,Snow and Rock,"Eroded away from a much larger Rainier volcano, this peak can be a fairly uncrowded moderately technical climb within Rainer Nat Park.  Great views of the classic Rainer routes may be had from the summit.  Note the $30 per head (ouch!) climber fee the NPS now charges for Lil' Tahoma, as well as for it's larger neighbor.  Check the NPS web site for current permit requirements.",Cascade Alpine Guide: Columbia River to Stevens Pass by Fred Beckey,,"Mt Rainer NP, Park HQ: 360-569-2211 ext 2334
White River Ranger Station in the Park: 360-663-2273",
Mt. Logan,NW Buttress,Washington,Cascades - Central,9087,D,6000,350,6.50,two or more days,Summer-Autumn,Yes,5th Class,between 35 and 50 degrees,Yes,Yes,Snow and Rock,"This is a seldom done, technical 5th class route.",Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey,,"Nat Park Service, Marblemount: 206-873-4500; Chelan District office 509-682-2549",http://www.summitpost.org/mount-logan/154947
Mt. Logan,Fremont Glacier,Washington,Cascades - Central,9087,B,6800,340,6.50,two or more days,Summer-Autumn,Yes,4th Class,up to 35 degrees,No,Yes,Snow and Rock,"One of the highest non-volcanic peaks in the North Cascades, Mt. Logan offers a remote and spectacular setting with moderate technical difficulty. Getting to the peak more involved than the climb.","Climbs in the North Cascades by Nelson and Potterfield
Cascade Alpine Guide: Stevens Pass to Rainy Pass by Fred Beckey",,"Nat Park Service, Marblemount: 206-873-4500; Chelan District office 509-682-2549",
Luna Peak,Luna Col,Washington,Cascades - North,8311,C,7200,305,5.50,two or more days,Summer-Autumn,Yes,3rd Class,up to 35 degrees,No,No,Scrambling,"In the heart of the famed Northern picket range, Luna offers very loose 3rd class rock. A machete could be helpful for bushwhacking!",,"http://maps.google.com/maps?hl=en&q=luna+peak+WA&ie=UTF8&ll=48.830204,-121.273699&spn=0.016499,0.04549&t=p&z=15",Marblemount NPS Ranger Station 360-873-4590,http://www.summitpost.org/mountain/rock/151781/luna-peak.html
Marcus Peak - The Palisades,Palisade Lake Trail,Washington,Mt. Rainier Nat. Park,6962,B,4100,2200,4.00,one day,Summer-Autumn,No,3rd Class,,No,No,Scrambling,"Marcus Peak and The Palisades are scrambling peaks located on the NE side of Mt. Rainier. From the White River entrance, drive about 13 miles to Sunrise Point (6100') and park. Take the Palisades Lake Trail until reaching a sign for Hidden Lake. Turn left, follow the trail past the lake, and ascend to the saddle between Marcus and the Palisades. Turn left and follow the ridge (mostly to the right) to the summit block. Ascend blocky rock to the summit watching for loose rock. Return to the saddle and follow a short path through conifers heading east to an open meadow. Head north toward the Palisades up a gentle slope to about 6650'. Change bearing to 40-60 degrees and follow the most easy terrain to beyond the summit. Double back on the NW ridge to avoid thick vegetation. A strong party might also be able to scramble Brown and Slide Mountain.",Guide to 100 Peaks at Mt. Rainier,,Mt. Rainier National Park- 360-569-2211,
